GroupCode,MachCode,status,duration
E1                            ,4,True,0 days 07:23:23.000000000
E1                            ,5,False,0 days 03:17:40.000000000
E1                            ,5,True,0 days 08:58:51.000000000
E1                            ,6,False,0 days 04:39:01.000000000
E1                            ,6,True,0 days 08:52:16.000000000
E1                            ,7,False,0 days 04:44:40.000000000
E1                            ,7,True,0 days 07:50:58.000000000
E1                            ,8,False,0 days 03:48:06.000000000
E1                            ,8,True,0 days 08:53:07.000000000
E1                            ,9,False,0 days 01:11:52.000000000
E1                            ,9,True,0 days 11:08:56.000000000
E1                            ,10,False,0 days 00:25:46.000000000
E1                            ,10,True,0 days 13:23:21.000000000
E1                            ,11,False,0 days 00:40:09.000000000
E1                            ,11,True,0 days 11:53:52.000000000
E1                            ,12,False,0 days 00:46:47.000000000
E1                            ,12,True,0 days 11:44:21.000000000
E1                            ,13,False,0 days 00:59:16.000000000
E1                            ,13,True,0 days 11:40:08.000000000
E1                            ,14,False,0 days 02:00:10.000000000
E1                            ,14,True,0 days 10:33:32.000000000
E1                            ,15,False,0 days 00:36:06.000000000
E1                            ,15,True,0 days 11:30:34.000000000
E1                            ,16,False,0 days 01:10:16.000000000
E1                            ,16,True,0 days 12:01:58.000000000
E1                            ,17,False,0 days 00:31:04.000000000
E1                            ,17,True,0 days 12:33:53.000000000
E1                            ,18,False,0 days 09:18:38.000000000
E1                            ,18,True,0 days 02:50:11.000000000
E1                            ,19,False,0 days 00:40:20.000000000
E1                            ,19,True,0 days 10:13:32.000000000
E1                            ,20,False,0 days 03:56:29.000000000
E1                            ,20,True,0 days 08:49:44.000000000
E1                            ,21,False,0 days 01:12:32.000000000
E1                            ,21,True,0 days 11:24:16.000000000
E1                            ,22,False,0 days 00:51:04.000000000
E1                            ,22,True,0 days 12:30:52.000000000
E1                            ,23,False,0 days 00:04:08.000000000
E1                            ,23,True,0 days 10:43:59.000000000
E1                            ,24,False,0 days 01:02:44.000000000
E1                            ,24,True,0 days 11:26:31.000000000
E1                            ,25,False,0 days 03:04:14.000000000
E1                            ,25,True,0 days 09:37:08.000000000
E1                            ,26,False,0 days 00:15:17.000000000
E1                            ,26,True,0 days 11:44:31.000000000
E1                            ,27,False,0 days 01:36:58.000000000
E1                            ,27,True,0 days 11:59:48.000000000
E1                            ,28,False,0 days 00:18:10.000000000
E1                            ,28,True,0 days 11:20:42.000000000
E1                            ,29,False,0 days 01:54:07.000000000
E1                            ,29,True,0 days 09:25:45.000000000
E1                            ,30,False,0 days 00:01:52.000000000
E1                            ,30,True,0 days 10:46:34.000000000
E1                            ,31,False,0 days 00:05:16.000000000
E1                            ,31,True,0 days 10:43:12.000000000
E1                            ,32,False,0 days 03:18:29.000000000
E1                            ,32,True,0 days 07:49:03.000000000
E2                            ,33,False,0 days 03:07:55.000000000
E2                            ,33,True,0 days 10:43:14.000000000
E2                            ,34,False,0 days 03:42:07.000000000
E2                            ,34,True,0 days 08:15:25.000000000
E2                            ,35,False,0 days 00:20:22.000000000
E2                            ,35,True,0 days 10:30:45.000000000
E2                            ,36,False,0 days 03:24:13.000000000
E2                            ,36,True,0 days 09:13:58.000000000
E2                            ,37,False,0 days 03:24:11.000000000
E2                            ,37,True,0 days 07:26:34.000000000
E2                            ,38,False,0 days 04:09:11.000000000
E2                            ,38,True,0 days 09:31:46.000000000
E2                            ,39,False,0 days 03:20:59.000000000
E2                            ,39,True,0 days 08:40:22.000000000
E2                            ,40,False,0 days 01:15:44.000000000
E2                            ,40,True,0 days 10:24:27.000000000
E2                            ,41,False,0 days 02:38:32.000000000
E2                            ,41,True,0 days 10:36:26.000000000
E2                            ,42,False,0 days 00:34:46.000000000
E2                            ,42,True,0 days 12:33:24.000000000
E2                            ,43,False,0 days 02:54:04.000000000
E2                            ,43,True,0 days 10:16:06.000000000
E2                            ,44,False,0 days 00:56:52.000000000
E2                            ,44,True,0 days 11:11:11.000000000
E2                            ,45,False,0 days 02:03:15.000000000
E2                            ,45,True,0 days 11:36:10.000000000
E2                            ,46,False,0 days 02:30:27.000000000
E2                            ,46,True,0 days 09:18:48.000000000
E2                            ,47,False,0 days 00:27:47.000000000
E2                            ,47,True,0 days 11:34:38.000000000
E2                            ,48,False,0 days 01:24:48.000000000
E2                            ,48,True,0 days 12:11:29.000000000
E2                            ,49,False,0 days 02:24:04.000000000
E2                            ,49,True,0 days 09:18:53.000000000
E2                            ,50,False,0 days 00:30:33.000000000
E2                            ,50,True,0 days 11:58:00.000000000
E2                            ,51,False,0 days 00:56:35.000000000
E2                            ,51,True,0 days 10:53:08.000000000
E2                            ,52,False,0 days 01:52:01.000000000
E2                            ,52,True,0 days 10:47:30.000000000
E2                            ,53,False,0 days 02:46:12.000000000
E2                            ,53,True,0 days 10:50:16.000000000
E2                            ,54,False,0 days 05:52:10.000000000
E2                            ,54,True,0 days 06:54:20.000000000
E2                            ,55,False,0 days 01:14:56.000000000
E2                            ,55,True,0 days 11:10:14.000000000
E2                            ,56,False,0 days 01:46:10.000000000
E2                            ,56,True,0 days 10:53:57.000000000
E2                            ,57,False,0 days 00:32:19.000000000
E2                            ,57,True,0 days 11:04:27.000000000
E2                            ,58,False,0 days 02:31:38.000000000
E2                            ,58,True,0 days 11:04:33.000000000
E2                            ,60,False,0 days 01:23:07.000000000
E2                            ,60,True,0 days 09:56:24.000000000
E2                            ,61,False,0 days 00:49:28.000000000
E2                            ,61,True,0 days 12:00:50.000000000
E2                            ,62,False,0 days 00:40:07.000000000
E2                            ,62,True,0 days 10:08:19.000000000
E2                            ,63,False,0 days 01:27:18.000000000
E2                            ,63,True,0 days 11:14:39.000000000
E2                            ,64,False,0 days 00:08:11.000000000
E2                            ,64,True,0 days 11:39:17.000000000
F1                            ,1,False,0 days 10:46:29.000000000
F1                            ,3,False,0 days 02:30:49.000000000
F1                            ,3,True,0 days 11:13:24.000000000
F1                            ,4,False,0 days 01:04:15.000000000
F1                            ,4,True,0 days 11:44:51.000000000
F1                            ,5,False,0 days 01:48:24.000000000
F1                            ,5,True,0 days 11:35:03.000000000
F1                            ,6,False,0 days 00:21:34.000000000
F1                            ,6,True,0 days 13:07:36.000000000
F1                            ,7,False,0 days 00:46:04.000000000
F1                            ,7,True,0 days 12:02:23.000000000
F1                            ,8,False,0 days 06:50:30.000000000
F1                            ,8,True,0 days 06:39:36.000000000
F1                            ,9,False,0 days 01:11:33.000000000
F1                            ,9,True,0 days 11:14:51.000000000
F1                            ,10,False,0 days 01:29:37.000000000
F1                            ,10,True,0 days 12:22:53.000000000
F1                            ,11,False,0 days 02:50:55.000000000
F1                            ,11,True,0 days 09:04:36.000000000
F1                            ,12,False,0 days 01:06:48.000000000
F1                            ,12,True,0 days 10:02:54.000000000
F1                            ,13,False,0 days 02:03:10.000000000
F1                            ,13,True,0 days 11:32:35.000000000
F1                            ,14,False,0 days 01:33:57.000000000
F1                            ,14,True,0 days 11:16:34.000000000
F1                            ,15,False,0 days 03:57:13.000000000
F1                            ,15,True,0 days 07:11:57.000000000
F1                            ,16,False,0 days 02:00:36.000000000
F1                            ,16,True,0 days 11:25:11.000000000
F1                            ,17,False,0 days 00:54:15.000000000
F1                            ,17,True,0 days 11:04:09.000000000
F1                            ,25,False,0 days 01:23:17.000000000
F1                            ,25,True,0 days 12:22:02.000000000
F1                            ,26,False,0 days 03:50:58.000000000
F1                            ,26,True,0 days 09:52:09.000000000
F1                            ,27,False,0 days 05:40:05.000000000
F1                            ,27,True,0 days 07:59:16.000000000
F2                            ,33,False,0 days 10:48:29.000000000
F2                            ,34,False,0 days 00:14:39.000000000
F2                            ,34,True,0 days 11:31:44.000000000
F2                            ,35,False,0 days 05:54:39.000000000
F2                            ,35,True,0 days 07:18:29.000000000
F2                            ,36,False,0 days 02:01:15.000000000
F2                            ,36,True,0 days 11:26:10.000000000
F2                            ,37,False,0 days 02:46:52.000000000
F2                            ,37,True,0 days 10:52:50.000000000
F2                            ,38,False,0 days 00:22:42.000000000
F2                            ,38,True,0 days 12:34:44.000000000
F2                            ,39,False,0 days 00:16:57.000000000
